"Regió sanitària","Àrea bàsica de salut","Àmbit","Indicador","Mesura","Període","ABS homes","ABS dones","ABS total","Catalunya homes","Catalunya dones","Catalunya total"
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1389,1389,2778,490319,461101,951420
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",5209,6711,11920,1491869,1646703,3138572
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1105,1420,2525,406344,447653,853997
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1854,2702,4556,612072,818797,1430869
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",9557,12222,21779,3000604,3374254,6374858
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",1.8,2.2,2,3.5,4.2,3.9
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.1,0.2,0.3,0.2
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.8,1.1,0.9,1.1,1.5,1.3
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.7,2.3,2.1,1.5,2,1.7
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",4.4,5.8,5.1,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1042,958,2000,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Demogràfic","Població assignada de 15-54 anys","Persones","2022",7196,7818,15014,2090135,2009939,4100074
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1614,1933,3547,485653,501618,987271
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Demogràfic","Població assignada de 65 anys o més","Persones","2022",2342,3664,6006,631736,839322,1471058
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Demogràfic","Població assignada total","Persones","2022",12194,14373,26567,3771014,3882239,7653253
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",15.9,23.3,20.4,13.3,20.1,17.2
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",913,808,1721,490319,461101,951420
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",4481,5860,10341,1491869,1646703,3138572
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1273,1618,2891,406344,447653,853997
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",2217,3508,5725,612072,818797,1430869
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",8884,11794,20678,3000604,3374254,6374858
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",2.2,2.9,2.6,3.5,4.2,3.9
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.2,0.2,0.3,0.2
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.5,2,1.8,1.1,1.5,1.3
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.4,1.8,1.6,1.5,2,1.7
"Barcelona - Barcelona Ciutat","Barcelona 2K - Sagrada Família","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",5.3,6.9,6.1,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1409,1295,2704,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Demogràfic","Població assignada de 15-54 anys","Persones","2022",7920,7166,15086,2090135,2009939,4100074
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1351,1387,2738,485653,501618,987271
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1477,2111,3588,631736,839322,1471058
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Demogràfic","Població assignada total","Persones","2022",12157,11959,24116,3771014,3882239,7653253
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",13.7,23.8,19.6,13.3,20.1,17.2
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1241,1122,2363,490319,461101,951420
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",5048,5346,10394,1491869,1646703,3138572
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1058,1184,2242,406344,447653,853997
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1389,2001,3390,612072,818797,1430869
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",8736,9653,18389,3000604,3374254,6374858
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.9,5.2,4.6,3.5,4.2,3.9
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.1,0.1,0.2,0.3,0.2
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.1,0.1,0.1,1.1,1.5,1.3
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",0.3,0.5,0.4,1.5,2,1.7
"Barcelona - Barcelona Ciutat","Barcelona 3A - Les Hortes - Poble Sec","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",4.4,5.9,5.2,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Demogràfic","Població assignada de 0-14 anys","Persones","2022",793,722,1515,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Demogràfic","Població assignada de 15-54 anys","Persones","2022",6959,6578,13537,2090135,2009939,4100074
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1298,1507,2805,485653,501618,987271
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1857,2815,4672,631736,839322,1471058
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Demogràfic","Població assignada total","Persones","2022",10907,11622,22529,3771014,3882239,7653253
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",14.7,24.1,20.4,13.3,20.1,17.2
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",843,748,1591,490319,461101,951420
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",4478,4993,9471,1491869,1646703,3138572
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1042,1263,2305,406344,447653,853997
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1764,2717,4481,612072,818797,1430869
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",8127,9721,17848,3000604,3374254,6374858
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3,3.7,3.4,3.5,4.2,3.9
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.2,0.2,0.3,0.2
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.9,1.3,1.1,1.1,1.5,1.3
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.2,1.6,1.4,1.5,2,1.7
"Barcelona - Barcelona Ciutat","Barcelona 3B - Poble Sec - Montjuïc","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",5.2,6.8,6,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Demogràfic","Població assignada de 0-14 anys","Persones","2022",809,802,1611,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Demogràfic","Població assignada de 15-54 anys","Persones","2022",3836,3474,7310,2090135,2009939,4100074
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1101,1159,2260,485653,501618,987271
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1411,1809,3220,631736,839322,1471058
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Demogràfic","Població assignada total","Persones","2022",7157,7244,14401,3771014,3882239,7653253
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",16.2,22.9,19.9,13.3,20.1,17.2
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",720,719,1439,490319,461101,951420
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",3034,3031,6065,1491869,1646703,3138572
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",928,1091,2019,406344,447653,853997
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1385,1749,3134,612072,818797,1430869
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",6067,6590,12657,3000604,3374254,6374858
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4.7,5.8,5.3,3.5,4.2,3.9
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.4,0.3,0.2,0.3,0.2
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.3,1.7,1.5,1.1,1.5,1.3
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.1,1.5,1.3,1.5,2,1.7
"Barcelona - Barcelona Ciutat","Barcelona 3C - Dr. Carles Riba","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",7.3,9.4,8.4,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1921,1848,3769,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Demogràfic","Població assignada de 15-54 anys","Persones","2022",8983,9003,17986,2090135,2009939,4100074
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Demogràfic","Població assignada de 55-64 anys","Persones","2022",2039,2246,4285,485653,501618,987271
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Demogràfic","Població assignada de 65 anys o més","Persones","2022",2752,4014,6766,631736,839322,1471058
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Demogràfic","Població assignada total","Persones","2022",15695,17111,32806,3771014,3882239,7653253
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",14.4,20.6,18.1,13.3,20.1,17.2
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",914,842,1756,490319,461101,951420
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",5897,6909,12806,1491869,1646703,3138572
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1637,1930,3567,406344,447653,853997
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",2613,3891,6504,612072,818797,1430869
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",11061,13572,24633,3000604,3374254,6374858
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",2.7,3.5,3.1,3.5,4.2,3.9
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.2,0.2,0.3,0.2
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.3,1.8,1.5,1.1,1.5,1.3
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",0.9,1.2,1,1.5,2,1.7
"Barcelona - Barcelona Ciutat","Barcelona 3D - Bordeta","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",4.9,6.7,5.8,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 3E - Sants","Demogràfic","Població assignada de 0-14 anys","Persones","2022",2780,2590,5370,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 3E - Sants","Demogràfic","Població assignada de 15-54 anys","Persones","2022",6946,7311,14257,2090135,2009939,4100074
